Gas Date	Loc	Loc Zone	Loc Name	Loc Purpose	Oper Cap	Loc Schd Qty (Rec)	Loc Schd Qty (Del)	Qty Avail	IT Ind	Last Updated	Comments
4/22/01	61565    	MKT   	FPL LAUDERDALE A                        	D	200000         	0              	-23655         	176345         	 	Last Updated: 04/22/01 13:30:02         	 
4/22/01	2984     	MKT   	PGS-DANIA                               	D	16000          	0              	-4953          	11047          	 	Last Updated: 04/22/01 13:30:02         	 
4/22/01	2987     	MKT   	CITY GAS-LAKE FOREST                    	D	6550           	0              	-712           	5838           	 	Last Updated: 04/22/01 13:30:02         	 
4/22/01	2988     	MKT   	PGS-NORTH MIAMI                         	D	25000          	0              	-3906          	21094          	 	Last Updated: 04/22/01 13:30:02         	 
4/22/01	2989     	MKT   	CITY GAS-OPA LOCKA                      	D	12000          	0              	-2101          	9899           	 	Last Updated: 04/22/01 13:30:02         	 
4/22/01	2999     	MKT   	CITY GAS-N.W. HIALEAH                   	D	15000          	0              	-9274          	5726           	 	Last Updated: 04/22/01 13:30:02         	 
4/22/01	216833   	MKT   	NUI CITY GAS-CUTLER RIDGE/FGT           	D	7500           	0              	-221           	7279           	 	Last Updated: 04/22/01 13:30:02         	 
4/22/01	3002     	MKT   	CITY GAS-S.E. HIALEAH                   	D	13000          	0              	-1501          	11499          	 	Last Updated: 04/22/01 13:30:02         	 
4/22/01	3004     	MKT   	PGS-MIAMI BEACH                         	D	13000          	0              	-11041         	1959           	 	Last Updated: 04/22/01 13:30:02         	 
4/22/01	3005     	MKT   	PGS-MIAMI                               	D	38000          	0              	-18485         	19515          	 	Last Updated: 04/22/01 13:30:02         	 
4/22/01	3003     	MKT   	RINKER PORTLAND CEMENT CORP             	D	7000           	0              	-215           	6785           	 	Last Updated: 04/22/01 13:30:02         	 
4/22/01	3006     	MKT   	CITY GAS-WEST MIAMI                     	D	7650           	0              	-754           	6896           	 	Last Updated: 04/22/01 13:30:02         	 
4/22/01	3008     	MKT   	CGC - SW                                	D	3800           	0              	-771           	3029           	 	Last Updated: 04/22/01 13:30:02         	 
4/22/01	3015     	MKT   	FP&L-TURKEY POINT                       	D	156000         	0              	-101867        	54133          	 	Last Updated: 04/22/01 13:30:02         	 
4/22/01	3016     	MKT   	HOMESTEAD GENERATING #2                 	D	4000           	0              	-1850          	2150           	 	Last Updated: 04/22/01 13:30:02         	 
4/22/01	3010     	MKT   	CITY GAS-SOUTH MIAMI                    	D	8600           	0              	-1526          	7074           	 	Last Updated: 04/22/01 13:30:02         	 
